nome,municipio,telefone,email
RANCHINHO CENTRO DE EDUCACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003331-2272,PECRUBENS@EDUCARARAQUARA.COM
REGDALINA CAMMAROSANO VEREADORA CIMEI,BOA ESPERANCA DO SUL,(016) 0000000-0000 / (016) 0003346-5312,EDUCACAO@BOAESPERANCA.SP.GOV.BR
RICARDO CARAMURU DE CASTRO MONTEIRO ENGENHEIRO EMEF CAIC,ARARAQUARA,(016) 0003331-4171 / (016) 0003335-5526,EMEFCAICRICARDO@EDUCARARAQUARA.COM
RICARDO DE CARAMURU DE CASTRO MONTEIRO CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003311-6888,CERRICARDO@EDUCARARAQUARA.COM
ROSA BROGLIO ZANIN CENTRO DE EDUCACAO E RECREACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003331-2332,CERROSAZANIN@EDUCARARAQUARA.COM
ROSA RIBEIRO STRINGHETTI CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003339-6048,CERROSA@EDUCARARAQUARA.COM
RUBENS CRUZ CER CAIC,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-0962,CERRUBENS@EDUCARARAQUARA.COM
RUBENS CRUZ PREFEITO EMEF CAIC,ARARAQUARA,(016) 0003324-2613 / (016) 0003324-3258,EMEFCAICRUBENS@EDUCARARAQUARA.COM
RUTH VILLACA CORREIA LEITE CARDOSO PROFA DOUTORA EMEF,ARARAQUARA,(016) 0000000-0000 / (016) 0003331-4632,EMEFRUTH@EDUCARARAQUARA.COM
SHIRLEY PIEROBON NEUBHAHER CER,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-7382,
SIGMAR JOSE GROPPA PROFA EMEI,MATAO,(016) 0003382-6775 / (016) 0003383-4050,EMEICAMBUI@MATAO.SP.GOV.BR
SIMONE IRENE PAVAO CER,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-7384,CERSIMONE@AMERICOBRASILIENSE.SP.GOV.BR
SUELI JOIOSO MARTINS CENTRO MUNICIPAL DE EDUCACAO INFANTIL,RINCAO,(016) 0000000-0000 / (016) 0003395-3443,SUELIJOIOSO@GMAIL.COM
THEREZA QUADRADO BARBIERI CENTRO DE EDUCACAO E RECREACAO,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-1943,CERTHEREZA@YAHOO.COM
VERA GONCALVES DE MATTOS PROFA EMEI,MATAO,(016) 0000000-0000 / (016) 0003382-6773,EMEIBALTO@MATAO.SP.GOV.BR
VERA LUCIA CAVASSANI CER,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-1655,VLCAVASSANI@BOL.COM.BR
VERONICA DROPELLO PROFA EMEI,MATAO,(016) 0003382-6772 / (016) 0003383-4050,EMEICENTRO@MATAO.SP.GOV.BR
VICE PREFEITO ANTONIO ROBERTO DE ALMEIDA CIMEI,BOA ESPERANCA DO SUL,(016) 0000000-0000 / (016) 0099741-5746,CIMEIVISTAVERDE@HOTMAIL.COM
VIOLETA RIBEIRO LOPES PROFA EMEI,MATAO,(016) 0003382-6774 / (016) 0003383-4050,EMEIBALLISTA@MATAO.SP.GOV.BR
VIRGILIO GOMES PROF EMEF,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-5757,EMEFVIRGILIOGOMES@HOTMAIL.COM
WALDEMAR SAFFIOTTI PROF EMEF,ARARAQUARA,(016) 0003322-0783 / (016) 0003332-4275,EMEFWALDEMAR@EDUCARARAQUARA.COM
ZILDA MARTINS PIERRE PROFA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003336-2290,CERZILDA@EDUCARARAQUARA.COM
ZULMIRA PRANDI GRIGOLLI PROFA EMEI,MATAO,(016) 0003383-4050 / (016) 0003389-1200,ZULMIRA.TURVO@BOL.COM.BR
ADAO DE CAMARGO LIMA CRECHE ESCOLA MUNICIPAL,PLATINA,(018) 0003354-1124 / (018) 0003354-1201,DEMEC.PLATINA@GMAIL.COM
ADELINA PETRINI BOLFARINI EMEI,ASSIS,(018) 0000000-0000 / (018) 0003321-5034,EMEI.ADELINA@GMAIL.COM
ALEXANDRINA PENNA EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-7999,ALEXANDRINA.PENNA@EPARAGUACU.SP.GOV.BR
ALGODAO DOCE EMEI,PARAGUACU PAULISTA,(000) 0000000-0000 / (000) 0003361-5288,ALGODAO.DOCE@EPARAGUACU.SP.GOV.BR
ALIDES CELESTE RAZABONI CARPENTIERI PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003324-6285,EMEIFALIDESCELESTE@GMAIL.COM
ANGELICA AMORIM PEREIRA PROFA DONA YAYA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003324-8734,EMEIF.ANGELICAAMORIMPEREIRA@GMAIL.COM
ANNA BEATRIZ ORTEGA MONTEIRO EMEI,PALMITAL,(018) 0003351-4096 / (018) 0003351-9353,ESCOLAANNABEATRIZ@PALMITAL.SP.GOV.BR
ANTONIO MAZZEI PROF EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-4443,ANTONIO.MAZZEI@EPARAGUACU.SP.GOV.BR
ANTONIO MONTEIRO DA SILVA EMEIF,LUTECIA,(000) 0003368-1113 / (000) 0003368-1122,AMSILVA@FEMANET.COM.BR
ANTONIO NOGUEIRA CORONEL EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-4446,ANTONIO.NOGUEIRA@EPARAGUACU.SP.GOV.BR
APARECIDA MANOEL DA MOTA PROFA EMEI,ASSIS,(018) 0000000-0000 / (018) 0003321-4644,PMAEDUC@FEMANET.COM.BR
ARCO IRIS ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,PARAGUACU PAULISTA,(018) 0003361-2826 / (018) 0003362-2770,ARCOIRIS@EPARAGUACU.SP.GOV.BR
AZARIAS RIBEIRO CORONEL EMEF,MARACAI,(018) 0000000-0000 / (018) 0003379-1124,EMEF.AZARIAS@GMAIL.COM
BALAO MAGICO EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003362-2770,BALAO.MAGICO@EPARAGUACU.SP.GOV.BR
BAMBALALAO EMEI,ASSIS,(018) 0000000-0000 / (018) 0003324-3909,EMEI.BAMBALALAO@GMAIL.COM
BEIJA FLOR EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003362-3774,BEIJA.FLOR@EPARAGUACU.SP.GOV.BR
BEM ME QUER EMEI,PARAGUACU PAULISTA,(000) 0000000-0000 / (000) 0003361-5568,BEMMEQUER@EPARAGUACU.SP.GOV.BR
BORA I EMEI DE,BORA,(018) 0000000-0000 / (018) 0003367-1171,SECRETARIA.ESCOLA@BORA.SP.GOV.BR
CECILIA VIDOTTI ZANDONADI EM,CRUZALIA,(018) 0000000-0000 / (018) 0003376-1378,ESCOLACECILIA@CRUZALIA.SP.GOV.BR
CELIO RODRIGUES SIQUEIRA PROF EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-5511,CELIO.SIQUEIRA@EPARAGUACU.SP.GOV.BR
CLEIA CACAPAVA SILVA PROFA EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-7131,CLEIA.CACAPAVA@EPARAGUACU.SP.GOV.BR
CLOVIS MANFIO PROF EMEF,PEDRINHAS PAULISTA,(018) 0000000-0000 / (018) 0003375-1598,ESCOLA@PEDRINHASPAULISTA.SP.GOV.BR
CORALY JULIA GONCALVES CARNEIRO PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003324-9947,EMEIF.CORALY@GMAIL.COM
CRECHE EMEI PADRE DANILO CAPPELLETTO,FLORINEA,(018) 0000000-0000 / (018) 0003377-0648,PEDANILOCEMEI@BOL.COM.BR
CRECHE ESCOLA ELIANA GORETI DE ANDRADE,MARACAI,(018) 0003371-1428 / (018) 0003371-3011,ELIGORETI04@YAHOO.COM
CRECHE PROGRAMA PROINFANCIA MARIA APARECIDA DE MATOS,MARACAI,(018) 0000000-0000 / (018) 0003371-1885,CRECHEMAPMATOS@OUTLOOK.COM
DARCY RIBEIRO PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003324-9907,EMEIF.DARCYRIBEIRO@GMAIL.COM
DOMINGOS PAULINO VIEIRA EMEIF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-6060,DOMINGOS.PAULINO@EPARAGUACU.SP.GOV.BR
DONA COTA EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-6947,DONA.COTA@EPARAGUACU.SP.GOV.BR
ELISABETE SOARES GARCIA EMEIEF,PALMITAL,(018) 0000000-0000 / (018) 0003351-1088,ESCOLAELISABETE@PALMITAL.SP.GOV.BR
EMEI CLOVIS BARBOSA,PALMITAL,(018) 0000000-0000 / (018) 0003351-4054,EMEICLOVISBARBOSA@PALMITAL.SP.GOV.BR
EMEI DONA JUVENTINA ZAGO DE OLIVEIRA,IEPE,(018) 0003264-1377 / (018) 0003264-1718,EMEFEI.IEPE@IEPE.SP.GOV.BR
EMEI GIRASSOL,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-5566,GIRASSOL@EPARAGUACU.SP.GOV.BR
EMEI PROF GIUSEPPINA DI LORETO SAMPAIO,PEDRINHAS PAULISTA,(018) 0000000-0000 / (018) 0003375-1440,CRECHE@PEDRINHASPAULISTA.SP.GOV.BR
EMEI PROF PAULO MATTIOLI,ASSIS,(018) 0000000-0000 / (018) 0003324-5074,EMEI.PROFPAULOMATIOLI@GMAIL.COM
EMEI VALTER APARECIDO FRANCISCANI,CANDIDO MOTA,(018) 0000000-0000 / (018) 0003341-4122,EMEIVALTER@GMAIL.COM
EMEIF PROF MILTON ROCHA,ASSIS,(018) 0000000-0000 / (018) 0003323-8107,EMEIFMILTONROCHA@GMAIL.COM
ESCOLA MUNICIPAL IVONE OLIVO FRIZO,TARUMA,(018) 0000000-0000 / (018) 0003373-4500,EMIVONE@TARUMA.SP.GOV.BR
EUNICE DE LIMA SILVEIRA PROFA EMEI,ASSIS,(018) 0000000-0000 / (018) 0003321-3449,EMEI.EUNICE@GMAIL.COM
FIRMINO LEANDRO PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-2810,EMEF.FIRMINOLEANDRO@GMAIL.COM
FRANCESCO ROMANO CRECHE EMEI,PEDRINHAS PAULISTA,(018) 0000000-0000 / (018) 0003375-1542,EMEIFRANCESCOROMANO@GMAIL.COM
GILBERTO LEX EM,TARUMA,(018) 0000000-0000 / (018) 0003329-1559,EMLEX@TARUMA.SP.GOV.BR
GUIOMAR NAMO DE MELLO PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-4090,EMEIFGUIOMAR@GMAIL.COM
HELENA PUPIM ALBANEZ E M,CANDIDO MOTA,(018) 0003341-1431 / (018) 0003341-4499,HELENAPUPIM@GMAIL.COM
HELENA WIRGUES RAMOS PROFA EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-7140,HELENA.WIRGUES@EPARAGUACU.SP.GOV.BR
HENRIQUE ZOLLNER NETO PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-2942,PMAEDUC@FEMANET.COM.BR
HILDA HOLZHAUSEN MORO EM,TARUMA,(000) 0000000-0000 / (000) 0003329-2080,EMHILDA@TARUMA.SP.GOV.BR
HILDA MIRAS SILVEIRA PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-5527,EMEI.HILDAMIRAS@GMAIL.COM
HORACIO DA SILVA LEITE EMEIEF,PALMITAL,(018) 0000000-0000 / (018) 0003351-1544,ESCOLAHORACIO@PALMITAL.SP.GOV.BR
ILSE MARIA LUSIA ZORRER FRANCO PROFA EMEI,PALMITAL,(018) 0000000-0000 / (018) 0003351-1121,EMEIILSEF@PALMITAL.SP.GOV.BR
IRMA LUCIA ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003362-3515,IRMA.LUCIA@EPARAGUACU.SP.GOV.BR
IVONY AFFINI MATHEUS PROFA EMEIF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-7985,IVONY.AFFINI@EPARAGUACU.SP.GOV.BR
JOAO ANTONIO RODRIGUES EMEF,IEPE,(018) 0000000-0000 / (018) 0003264-1414,EMEF.IEPE@IEPE.SP.GOV.BR
JOAO DE CASTRO PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003324-2799,PMAEDUC@FEMANET.COM.BR
JOAO E MARIA EMEI,CANDIDO MOTA,(018) 0003341-1811 / (018) 0003341-2278,ESCOLAJOAOEMARIA@YAHOO.COM.BR
JOAO LEAO DE CARVALHO EM,CANDIDO MOTA,(018) 0000000-0000 / (018) 0003341-1989,ESCOLAJOAOLEAO@YAHOO.COM.BR
JOAO LEAO DE CARVALHO PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003324-3557,EMEIF.JOAOLEAODECARVALHO@GMAIL.COM
JOAO LUIZ GALVAO RIBEIRO PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-5035,EMEIFJOAOLUIZ@GMAIL.COM
JOAO MENDES JUNIOR DR EMEF,ASSIS,(018) 0003321-4162 / (018) 0003321-4528,EDUCACAOESPECIALASSIS@GMAIL.COM
JOAO VASQUEZ PROF EMEIF,FLORINEA,(018) 0000000-0000 / (018) 0003377-0647,EMEFPJOAOVASQUEZ@FLORINEA.SP.GOV.BR
JORLANDO ALBINO PINTO PROFESSOR EMEI,NANTES,(018) 0000000-0000 / (018) 0003268-6208,EMEI_NANTES@HOTMAIL.COM
JOSE OZORIO DE OLIVEIRA EM,TARUMA,(018) 0000000-0000 / (018) 0003329-1491,EMOZORIO@TARUMA.SP.GOV.BR
JOSE RODRIGUES DOS SANTOS EM,TARUMA,(018) 0000000-0000 / (018) 0003329-1210,EMRODRIGUES@TARUMA.SP.GOV.BR
JOSE SANTILLI SOBRINHO EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003323-2016,EMEIFJOSESANTILLI@GMAIL.COM
JUDITH DE OLIVEIRA GARCEZ PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-1212,EMEI.JUDITH@GMAIL.COM
JURACY TOLEDO BARREIROS PROFESSORA EMEI,BORA,(018) 0000000-0000 / (018) 0003367-1243,INSTITUTO.EDUCACAO@BORA.SP.GOV.BR
LEONILDA PEREIRA DE ALMEIDA EMEI,CANDIDO MOTA,(018) 0000000-0000 / (018) 0003341-7122,EMEILEONILDA@GMAIL.COM
LEONILDES ADEMAR CABIANCA PROF EMEIF,CRUZALIA,(018) 0000000-0000 / (018) 0003376-1266,EDUCACAO.CRUZALIA@GMAIL.COM
LEONOR MENDES DE BARROS DONA EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-6946,DONA.LEONOR@EPARAGUACU.SP.GOV.BR
LIDIANE SARAIVA MATHIS CCI,MARACAI,(000) 0000000-0000 / (000) 0003371-0204,EMEF.LOURENCO@YAHOO.COM.BR
LIDIO TRONCO CRECHE MUNICIPAL,PALMITAL,(018) 0000000-0000 / (018) 0003351-5538,CRECHELIDIOTRONCO@PALMITAL.SP.GOV.BR
LOURENCO LUCIANO CARNEIRO PROF EMEF,MARACAI,(000) 0000000-0000 / (000) 0003371-1900,EMEF.LOURENCO@YAHOO.COM.BR
LUCAS THOMAS MENK EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003325-1689,EMEF.LUCASTHOMAZMENK@GMAIL.COM
LUIZ FERNANDES SERAFIM PROF EMEF,NANTES,(018) 0000000-0000 / (018) 0003268-6223,EMEFNANTES@HOTMAIL.COM
MAFALDA SALOTTI BARTHOLOMEI PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-7166,EMEIFMAFALDA@GMAIL.COM
MANOEL SIMOES PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-5240,EMEIF.MSIMOES@GMAIL.COM
MARCILIO GENONI MONSENHOR EMEI,MARACAI,(018) 0000000-0000 / (018) 0003371-1971,MONSENHOR@MARACAI.SP.GOV.BR
MARIA ADILECTA MELLO RIBEIRO EMEI,ASSIS,(018) 0000000-0000 / (018) 0003321-3448,EMEIBONFIM@GMAIL.COM
MARIA AMELIA DE CASTRO BURALI PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003324-3635,EMEIF.MARIAAMELIA@GMAIL.COM
MARIA ANTONIA BENELI EM,TARUMA,(000) 0000000-0000 / (000) 0003329-3050,EMANTONIA@TARUMA.SP.GOV.BR
MARIA ANTONIA TORRES GOBBI ALFREDO PROFA EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003362-3733,MARIA.ANTONIA@EPARAGUACU.SP.GOV.BR
MARIA CLELIA DE OLIVEIRA VALLIM PROFA EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003322-6555,EMEIF.MARIACLELIA@GMAIL.COM
MARIA DOMENICA MORINO IRMA CRECHE,CANDIDO MOTA,(018) 0000000-0000 / (018) 0003341-3732,CRECHEIRMADOMENICA@YAHOO.COM.BR
MARIA EULALIA VIEIRA SCALLA EMEF,PALMITAL,(018) 0000000-0000 / (018) 0003351-4705,ESCOLAEULALIA@PALMITAL.SP.GOV.BR
MARIA HELENA DA SILVA SILVERIO PROFA EMEF,MARACAI,(018) 0000000-0000 / (018) 0003371-1131,EMEF.MARIAHELENA@MARACAI.SP.GOV.BR
MARIA JOSE CHAVES IRMA EMEI,ASSIS,(018) 0000000-0000 / (018) 0003324-9210,EMEI.MARIACHAVES@GMAIL.COM
MARIA JOSE DA SILVA VALVERDE PROFA EMEIF,ASSIS,(000) 0000000-0000 / (000) 0003321-5270,EMEIF.MJVALVERDE@GMAIL.COM
MARIA JOSE LEAO REGO GONCALVES EMEIEF,PALMITAL,(018) 0000000-0000 / (018) 0003351-4221,ESCOLAZEZELEAO@PALMITAL.SP.GOV.BR
MARIA PEREIRA BRISO DONA EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003362-3289,BRISO@EPARAGUACU.SP.GOV.BR
MARILDA DE LIMA VITOR FARIA PROFA EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003362-3623,
MIGUEL BUENO VIDAL VEREADOR EMEF,PALMITAL,(018) 0000000-0000 / (018) 0003351-2043,ESCOLAMIGUEL@PALMITAL.SP.GOV.BR
NISIA MERCADANTE DO CANTO ANDRADE EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-3243,EMEIF.NISIAMERCADANTE@GMAIL.COM
O PEQUENO POLEGAR CMEI CRECHE,ASSIS,(018) 0000000-0000 / (018) 0003321-5336,SETOR.MATRICULAS@GMAIL.COM
OLGA BREVE ALVES PROFA EM,CANDIDO MOTA,(018) 0003341-1843 / (018) 0003341-5332,OLGABREVEALVES@GMAIL.COM
OSCAR CAMPIDELLI PROF EMEF,MARACAI,(018) 0000000-0000 / (018) 0003371-1428,EMEF.COHAB@MARACAI.SP.GOV.BR
OSORIO LEMAIRE DE MORAIS PROF EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-4179,OSORIO@EPARAGUACU.SP.GOV.BR
PAULO MOREIRA EMEI,PALMITAL,(018) 0000000-0000 / (018) 0003351-5558,EMEIPAULOMOREIRA@PALMITAL.SP.GOV.BR
PEQUENO APRENDIZ CMEI CRECHE,ASSIS,(018) 0000000-0000 / (018) 0003324-9710,PMAEDUC@FEMANET.COM.BR
RENATO DE REZENDE BARBOSA ESCOLA MUNICIPAL,TARUMA,(000) 0000000-0000 / (000) 0003373-4516,EMREZENDE@TARUMA.SP.GOV.BR
RUBEM ALVES PROF EMEIF,ASSIS,(018) 0000000-0000 / (018) 0003321-3731,SETOR.MATRICULAS@GMAIL.COM
RUTHNEA DE CASSIA SOUZA PROFA EMEI,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003362-3473,RUTHNEA.SOUZA@EPARAGUACU.SP.GOV.BR
SAO JOSE EM,TARUMA,(018) 0000000-0000 / (018) 0003373-4516,EMSAOJOSE@TARUMA.SP.GOV.BR
SIDNEI GOMES SALOMAO PROF EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-6950,SIDNEI.SALOMAO@EPARAGUACU.SP.GOV.BR
TEREZINHA APARECIDA GONCALVES PROFA EMEF,PLATINA,(018) 0003354-1171 / (018) 0003354-1300,DEMEC.PLATINA@GMAIL.COM
THEREZINHA DE LOURDES CACAO GOYA PROFA EMEF,PARAGUACU PAULISTA,(018) 0000000-0000 / (018) 0003361-5020,
TUTTI MAMA CRECHE MUNICIPAL,PALMITAL,(018) 0000000-0000 / (018) 0003351-4060,CRECHETUTTIMAMA@PALMITAL.SP.GOV.BR
ADALGIZA DE ALMEIDA WARD CENTRO DE EDUCACAO INFANTIL,AVARE,(014) 0000000-0000 / (014) 0003733-2613,AURELICE.SILVA@AVARE.SP.GOV.BR
ALZIRA PAVAO PROFA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-7016,IVONE.FUSCO@AVARE.SP.GOV.BR
AMELIA MENEZES CUSTODIO CRECHE MUNICIPAL,AGUAS DE SANTA BARBARA,(014) 0000000-0000 / (014) 0003765-1137,CRECHEAMELIAMENEZES@GMAIL.COM
ANA S OLIVEIRA DONA CENTRO DE ED INF CRECHE,AVARE,(014) 0000000-0000 / (014) 0003731-1441,JOANA.RUIZ@AVARE.SP.GOV.BR
ANGELINA MARIA DE ALMEIDA TANNUS PROFA EMEI,ITAI,(014) 0000000-0000 / (014) 0003761-2103,EMEIANGELINA@ITAI.SP.GOV.BR
ANNA NOVAES DE CARVALHO DONA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-5353,MARIA.DADARIO@AVARE.SP.GOV.BR
ANTONIA DA SILVA DIAS DONA CEI,AVARE,(014) 0000000-0000 / (014) 0003733-6688,CEIANTONIADASILVADIAS@AVARE.SP.GOV.BR
ANTONIO DE FREITAS FILHO PROF EMEF,ITAI,(014) 0003761-1715 / (014) 0003761-3873,EMEFFREITAS@ITAI.SP.GOV.BR
APARECIDA MATEUS ROLIM EMEI,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-3283,EMEIAPARECIDA@HOTMAIL.COM
APARECIDO GUERSO VEREADOR CENTRO DE EDUCACAO INFANTIL,ARANDU,(014) 0000000-0000 / (014) 0003766-1338,EDUCACAO.ARANDU@UOL.COM.BR
AUREA LAMARCA EMEI,TAQUARITUBA,(014) 0003762-3849 / (014) 0099754-2399,EMEIAUREA@HOTMAIL.COM
AVELINO PEREIRA PROF EMEIEF,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-1255,ESCOLAAVELINOPEREIRA@HOTMAIL.COM
BERNADETE DE LOURDES GOMES CLAUDIO PROFA EM,TAQUARITUBA,(014) 0003762-2848 / (014) 0003762-4530,EMBERNADETE@HOTMAIL.COM
BIDUNGA DONA CRECHE E JARDIM DA INFANCIA,AVARE,(014) 0000000-0000 / (014) 0003733-3050,CEIDONABIDUNGA@AVARE.SP.GOV.BR
CAMILA NEGRAO DA CUNHA RIBEIRO CENTRO ED INFANTIL,AVARE,(014) 0000000-0000 / (014) 0003732-2013,CEICAMILANEGRAO@AVARE.SP.GOV.BR
CARLOS PAPA PROF EMEB,AVARE,(0) 0000000-0000,SELMA.SANTOS@AVARE.SP.GOV.BR
CAROLINA PUZZIELO DONA CEI,AVARE,(014) 0000000-0000 / (014) 0003732-0699,ZORAIDE.FERREIRA@AVARE.SP.GOV.BR
CEI PROFA MARTHA CARDOSO RIGHI,AVARE,(000) 0000000-0000,
CELIA DE CASTILHOS FERREIRA PROFESSORA EM,TAQUARITUBA,(014) 0000000-0000 / (014) 0003762-2987,EMEICELIADECASTILHOS@HOTMAIL.COM
CELINA VILLELA DUARTE BRUNO PROFA EMEB,AVARE,(014) 0003711-2211 / (014) 0003731-9150,EMEBCELINAVILLELA@AVARE.SP.GOV.BR
CENTRO DE EDUCACAO INFANTIL NADIME CHIBANI MARQUES,AVARE,(014) 0000000-0000 / (014) 0003711-2211,ANTONIOSERGIO.CONTI@AVARE.SP.GOV.BR
CENTRO DE EDUCACAO INFANTIL PROF JOSE GONCALVES DE SOUSA,ITAI,(014) 0000000-0000 / (014) 0003761-1244,CEI.JOSEGSOUSA@GMAIL.COM
CLARINDO MACEDO PROF EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-7019,EMEBCLARINDOMACEDO@AVARE.SP.GOV.BR
CONCEICAO AVELLAR CAMPOS BRITO PROFESSORA CRECHE,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-1076,CRECHERECPASSAROS@HOTMAIL.COM
CONJUNTO HABITACIONAL DUILIO GAMBINI EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-8109,LILIANE.GUASSU@AVARE.SP.GOV.BR
CRECHE ESCOLA VERA DAS DORES BERALDO,ARANDU,(014) 0000000-0000 / (014) 0003766-1115,EDUCACAO.ARANDU@UOL.COM.BR
DANTE ALIGHIERI DUNKE DE SOUZA LIMA CRECHE MUNICIPAL,IARAS,(014) 0000000-0000 / (014) 0003764-9409,SEDUCIARAS@YAHOO.COM.BR
ELISA YOSHIE TAKEDA TOYONAGA CRECHE ESCOLA PRO INFANCIA,ITAI,(014) 0000000-0000 / (014) 0003761-2069,PROINFAELISA@HOTMAIL.COM
ELIZABETH DE JESUS FREITAS PROFA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-9448,EMEBELIZABETHDEJESUSFREITAS@GMAIL.COM
ELZA APPARECIDA CAGLIARI ROLIM PROFA EMEF,ITAI,(014) 0000000-0000 / (014) 0003761-1901,EMEFELZA@ITAI.SP.GOV.BR
EMEB PROFESSORA MARIA PIERINA DOMICIANO SILVESTRE,AVARE,(000) 0000000-0000,
EMEI PROFESSORA FLAVIA GRASSELLI DE OLIVEIRA,TAQUARITUBA,(014) 0003762-2233 / (014) 0003762-2850,EDUCACAO@TAQUARITUBA.SP.GOV.BR
ERUCE PAULUCCI PROF EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-7778,GUSTAVO.PRADO@AVARE.SP.GOV.BR
ESCOLA CRECHE PROFESSORA ELZA MARIA DE MELO,ITAI,(014) 0000000-0000 / (014) 0003761-1157,CRECHEELZAMARIA2016@GMAIL.COM
ESCOLA MUN DE ENS INF E  FUND ASSENTAMENTO ZUMBI DOS PALMARES,IARAS,(000) 0000000-0000 / (000) 0003764-9414,SEDUCIARAS@YAHOO.COM.BR
ESCOLA MUNICIPAL PROFESSORA CONSUELLO MONTEIRO GONCALVES,TAQUARITUBA,(014) 0000000-0000 / (014) 0003762-3999,EMCONSUELLO@GMAIL.COM
EVANI ELAINE BATTOCHIO CASOLATO PROFA EMEB,AVARE,(014) 0000000-0000 / (014) 0003731-7184,EMEBEVANIBATTOCHIO@AVARE.SP.GOV.BR
FAUSTO DOS SANTOS RODRIGUES EMEB,AVARE,(014) 0000000-0000 / (014) 0003732-7541,EMEBFAUSTORODRIGUES@AVARE.SP.GOV.BR
FLAVIO NASCIMENTO PROF EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-5333,EMEBFLAVIONASCIMENTO@AVARE.SP.GOV.BR
GERALDO BENEDETE CEI,AVARE,(014) 0000000-0000 / (014) 0003732-0902,FATIMA.ZEDAN@AVARE.SP.GOV.BR
HELIO ALVES DE OLIVEIRA CEI,AVARE,(000) 0000000-0000,
JACYRA LOPES RODRIGUES PROFESSORA EMEI,TAQUARITUBA,(014) 0000000-0000 / (014) 0003762-1988,EMEIJACYRA@GMAIL.COM
